timestamp_neck,ax_neck,ay_neck,az_neck,gx_neck,gy_neck,gz_neck,times_clock_neck,5 x deep breath,5 x deep breath_notes
705806372,-3.31,-1.75,-8.95,0.91,-0.77,-2.1,2024-06-07 15:21:56.033771,0,
705806377,-3.34,-1.7,-8.85,1.19,-0.28,-2.24,2024-06-07 15:21:56.033771,0,
705806382,-3.3,-1.72,-8.82,1.33,0.07,-2.17,2024-06-07 15:21:56.033771,0,
705806387,-3.33,-1.7,-8.82,1.47,0.28,-2.17,2024-06-07 15:21:56.033771,0,
705806391,-3.31,-1.69,-8.79,2.1,0.35,-2.17,2024-06-07 15:21:56.033771,0,
705806396,-3.28,-1.69,-8.89,2.8,0.0,-1.96,2024-06-07 15:21:56.033771,0,
705806401,-3.31,-1.69,-8.89,3.64,-0.49,-2.03,2024-06-07 15:21:56.076293,0,
705806405,-3.29,-1.72,-8.92,4.34,-0.98,-1.89,2024-06-07 15:21:56.076293,0,
705806410,-3.28,-1.72,-8.9,4.48,-1.4,-1.82,2024-06-07 15:21:56.076293,0,
705806415,-3.26,-1.75,-8.91,4.48,-1.75,-1.82,2024-06-07 15:21:56.076293,0,
705806420,-3.32,-1.77,-8.91,4.13,-1.68,-1.82,2024-06-07 15:21:56.076293,0,
705806425,-3.34,-1.76,-8.94,3.71,-1.47,-1.75,2024-06-07 15:21:56.076293,0,
705806429,-3.33,-1.74,-8.96,3.5,-1.19,-1.47,2024-06-07 15:21:56.076293,0,
705806434,-3.27,-1.74,-8.98,3.22,-0.77,-1.47,2024-06-07 15:21:56.076293,0,
705806440,-3.33,-1.73,-9.01,3.43,-0.42,-1.54,2024-06-07 15:21:56.091256,0,
705806444,-3.3,-1.8,-9.04,3.5,-0.49,-1.61,2024-06-07 15:21:56.091256,0,
705806449,-3.32,-1.78,-9.06,3.01,-0.7,-1.4,2024-06-07 15:21:56.091256,0,
705806454,-3.31,-1.81,-9.05,2.38,-0.91,-1.33,2024-06-07 15:21:56.091256,0,
705806459,-3.31,-1.83,-9.05,1.75,-1.19,-1.33,2024-06-07 15:21:56.091256,0,
705806464,-3.3,-1.82,-9.05,0.91,-1.4,-1.33,2024-06-07 15:21:56.091256,0,
705806468,-3.33,-1.82,-9.05,-0.14,-1.61,-1.33,2024-06-07 15:21:56.091256,0,
705806473,-3.33,-1.83,-9.1,-0.77,-1.61,-1.33,2024-06-07 15:21:56.091256,0,
705806479,-3.31,-1.81,-9.05,-1.54,-1.89,-1.4,2024-06-07 15:21:56.136139,0,
705806483,-3.35,-1.79,-9.0,-1.96,-2.1,-1.47,2024-06-07 15:21:56.136139,0,
705806488,-3.31,-1.78,-9.04,-2.38,-2.1,-1.4,2024-06-07 15:21:56.136139,0,
705806493,-3.3,-1.79,-8.99,-2.66,-2.31,-1.47,2024-06-07 15:21:56.136139,0,
705806498,-3.36,-1.75,-8.97,-2.52,-2.38,-1.47,2024-06-07 15:21:56.136139,0,
705806503,-3.34,-1.73,-8.94,-2.38,-2.45,-1.47,2024-06-07 15:21:56.136139,0,
705806507,-3.36,-1.73,-8.99,-2.03,-2.31,-1.4,2024-06-07 15:21:56.136139,0,
705806512,-3.32,-1.73,-8.92,-1.68,-2.17,-1.4,2024-06-07 15:21:56.136139,0,
705806517,-3.31,-1.73,-8.91,-1.05,-2.03,-1.61,2024-06-07 15:21:56.226412,0,
705806521,-3.33,-1.72,-8.89,-0.63,-1.96,-1.61,2024-06-07 15:21:56.226412,0,
705806526,-3.33,-1.7,-8.9,-0.21,-1.96,-1.61,2024-06-07 15:21:56.226412,0,
705806531,-3.33,-1.71,-8.93,0.07,-1.96,-1.54,2024-06-07 15:21:56.226412,0,
705806536,-3.33,-1.69,-8.94,0.42,-2.1,-1.61,2024-06-07 15:21:56.226412,0,
705806541,-3.31,-1.69,-8.92,0.56,-2.24,-1.68,2024-06-07 15:21:56.226412,0,
705806545,-3.33,-1.72,-8.96,0.49,-2.45,-1.68,2024-06-07 15:21:56.226412,0,
705806550,-3.33,-1.7,-8.94,0.56,-2.38,-1.61,2024-06-07 15:21:56.226412,0,
705806556,-3.32,-1.7,-8.93,0.56,-2.52,-1.54,2024-06-07 15:21:56.228087,0,
705806560,-3.31,-1.74,-8.98,0.63,-2.38,-1.47,2024-06-07 15:21:56.228087,0,
705806565,-3.33,-1.7,-8.95,0.56,-2.31,-1.4,2024-06-07 15:21:56.228087,0,
705806570,-3.38,-1.71,-8.96,0.49,-2.45,-1.4,2024-06-07 15:21:56.228087,0,
705806575,-3.35,-1.69,-8.95,0.49,-2.45,-1.47,2024-06-07 15:21:56.228087,0,
705806580,-3.34,-1.72,-8.97,0.56,-2.52,-1.47,2024-06-07 15:21:56.228087,0,
705806584,-3.4,-1.72,-9.02,0.21,-2.45,-1.4,2024-06-07 15:21:56.228087,0,
705806589,-3.37,-1.73,-8.99,0.07,-2.45,-1.26,2024-06-07 15:21:56.229142,0,
705806595,-3.39,-1.69,-8.97,-0.28,-2.45,-1.19,2024-06-07 15:21:56.255624,0,
705806599,-3.35,-1.72,-8.94,-0.35,-2.59,-1.26,2024-06-07 15:21:56.255624,0,
705806604,-3.41,-1.67,-8.97,-0.56,-2.59,-1.19,2024-06-07 15:21:56.255624,0,
705806609,-3.36,-1.74,-8.98,-0.63,-2.52,-1.19,2024-06-07 15:21:56.255624,0,
705806614,-3.38,-1.72,-9.03,-0.49,-2.45,-0.98,2024-06-07 15:21:56.255624,0,
705806619,-3.35,-1.71,-9.04,-0.49,-2.59,-0.98,2024-06-07 15:21:56.255624,0,
705806623,-3.33,-1.72,-9.02,-0.56,-2.59,-0.91,2024-06-07 15:21:56.255624,0,
705806628,-3.36,-1.72,-9.0,-0.77,-2.73,-0.91,2024-06-07 15:21:56.255624,0,
705806633,-3.39,-1.75,-8.94,-1.12,-2.8,-0.84,2024-06-07 15:21:56.285370,0,
705806637,-3.33,-1.7,-8.93,-1.4,-2.66,-1.05,2024-06-07 15:21:56.285370,0,
705806642,-3.31,-1.7,-8.92,-1.82,-2.59,-0.98,2024-06-07 15:21:56.286410,0,
705806647,-3.36,-1.7,-8.91,-2.03,-2.45,-0.98,2024-06-07 15:21:56.286410,0,
705806652,-3.32,-1.68,-8.9,-2.03,-2.38,-1.05,2024-06-07 15:21:56.286410,0,
705806657,-3.29,-1.63,-8.88,-1.89,-2.17,-1.12,2024-06-07 15:21:56.286410,0,
705806661,-3.3,-1.63,-8.88,-1.68,-2.1,-1.33,2024-06-07 15:21:56.286410,0,
705806666,-3.29,-1.63,-8.89,-1.05,-1.96,-1.47,2024-06-07 15:21:56.286410,0,
705806672,-3.33,-1.61,-8.83,-0.7,-1.89,-1.4,2024-06-07 15:21:56.376309,0,
705806676,-3.35,-1.61,-8.87,-0.35,-1.75,-1.4,2024-06-07 15:21:56.376309,0,
705806681,-3.33,-1.63,-8.87,0.0,-1.54,-1.47,2024-06-07 15:21:56.376309,0,
705806686,-3.36,-1.61,-8.88,0.49,-1.54,-1.33,2024-06-07 15:21:56.376309,0,
705806691,-3.34,-1.62,-8.89,1.12,-1.47,-1.26,2024-06-07 15:21:56.376309,0,
705806696,-3.34,-1.64,-8.93,1.82,-1.61,-1.26,2024-06-07 15:21:56.376309,0,
705806700,-3.39,-1.72,-8.92,1.96,-1.82,-1.19,2024-06-07 15:21:56.376309,0,
705806705,-3.35,-1.73,-8.92,1.54,-1.96,-1.05,2024-06-07 15:21:56.376309,0,
705806710,-3.34,-1.71,-8.88,1.05,-1.89,-1.05,2024-06-07 15:21:56.379230,0,
705806714,-3.34,-1.69,-8.87,0.56,-1.61,-1.05,2024-06-07 15:21:56.379230,0,
705806719,-3.33,-1.72,-8.88,0.21,-1.47,-1.05,2024-06-07 15:21:56.379230,0,
705806724,-3.35,-1.73,-8.93,0.28,-1.61,-1.26,2024-06-07 15:21:56.379230,0,
705806729,-3.33,-1.71,-8.95,0.49,-2.59,-1.12,2024-06-07 15:21:56.379230,0,
705806734,-3.27,-1.68,-8.87,0.56,-4.2,-1.12,2024-06-07 15:21:56.379230,0,
705806738,-3.35,-1.71,-8.88,0.63,-4.13,-1.47,2024-06-07 15:21:56.379230,0,
705806743,-3.42,-1.71,-8.86,0.91,-2.52,-1.75,2024-06-07 15:21:56.379230,0,
705806749,-3.39,-1.62,-8.84,1.4,-1.26,-1.75,2024-06-07 15:21:56.406316,0,
705806753,-3.34,-1.61,-8.8,1.54,-0.98,-1.68,2024-06-07 15:21:56.406316,0,
705806758,-3.3,-1.58,-8.7,1.68,-1.12,-1.75,2024-06-07 15:21:56.406316,0,
705806763,-3.27,-1.6,-8.71,2.38,-0.98,-1.96,2024-06-07 15:21:56.406316,0,
705806768,-3.32,-1.66,-8.92,2.94,-0.63,-2.17,2024-06-07 15:21:56.406316,0,
705806773,-3.3,-1.65,-9.09,3.29,-0.35,-1.89,2024-06-07 15:21:56.406316,0,
705806777,-3.24,-1.71,-9.17,2.87,-0.91,-1.47,2024-06-07 15:21:56.406316,0,
705806782,-3.26,-1.68,-9.15,2.1,-1.96,-1.89,2024-06-07 15:21:56.406316,0,
705806788,-3.37,-1.7,-9.14,1.05,-3.15,-2.17,2024-06-07 15:21:56.496339,0,
705806792,-3.42,-1.73,-9.13,0.28,-4.76,-2.38,2024-06-07 15:21:56.496339,0,
705806797,-3.48,-1.69,-9.19,-0.63,-6.09,-2.45,2024-06-07 15:21:56.496339,0,
705806802,-3.58,-1.71,-9.17,-0.77,-6.58,-2.31,2024-06-07 15:21:56.496339,0,
705806807,-3.55,-1.68,-9.06,-0.42,-6.09,-1.96,2024-06-07 15:21:56.496339,0,
705806812,-3.59,-1.69,-9.0,0.07,-4.83,-1.61,2024-06-07 15:21:56.496339,0,
705806816,-3.51,-1.68,-8.86,0.14,-3.08,-1.19,2024-06-07 15:21:56.496339,0,
705806821,-3.48,-1.71,-8.79,-0.07,-1.47,-0.91,2024-06-07 15:21:56.496339,0,
705806827,-3.42,-1.74,-8.72,-0.21,-0.28,-0.63,2024-06-07 15:21:56.497992,0,
705806831,-3.38,-1.7,-8.67,-0.07,0.28,-0.63,2024-06-07 15:21:56.497992,0,
705806836,-3.28,-1.67,-8.74,0.7,0.56,-0.49,2024-06-07 15:21:56.497992,0,
705806841,-3.25,-1.67,-8.77,1.89,0.07,-0.63,2024-06-07 15:21:56.497992,0,
705806846,-3.24,-1.69,-8.77,2.87,-0.84,-0.77,2024-06-07 15:21:56.497992,0,
705806851,-3.21,-1.65,-8.85,3.78,-1.61,-0.98,2024-06-07 15:21:56.497992,0,
705806855,-3.25,-1.66,-8.89,4.2,-2.1,-1.26,2024-06-07 15:21:56.497992,0,
705806860,-3.29,-1.7,-8.9,4.34,-2.59,-1.54,2024-06-07 15:21:56.497992,0,
705806866,-3.29,-1.7,-8.93,3.71,-2.8,-1.68,2024-06-07 15:21:56.526182,0,
705806870,-3.33,-1.72,-8.95,2.87,-2.87,-1.75,2024-06-07 15:21:56.526182,0,
705806875,-3.37,-1.73,-8.9,1.75,-2.73,-1.82,2024-06-07 15:21:56.526182,0,
705806880,-3.35,-1.7,-8.89,0.77,-2.66,-1.89,2024-06-07 15:21:56.526182,0,
705806885,-3.41,-1.66,-8.86,-0.14,-2.52,-1.82,2024-06-07 15:21:56.526182,0,
705806890,-3.37,-1.72,-8.88,-0.42,-2.31,-1.89,2024-06-07 15:21:56.526182,0,
705806894,-3.41,-1.63,-8.85,-0.56,-2.03,-2.03,2024-06-07 15:21:56.526182,0,
705806899,-3.37,-1.6,-8.86,-0.77,-1.96,-1.96,2024-06-07 15:21:56.526182,0,
705806904,-3.38,-1.62,-8.93,-0.42,-1.89,-1.96,2024-06-07 15:21:56.556430,0,
705806908,-3.41,-1.57,-8.96,0.14,-1.75,-2.03,2024-06-07 15:21:56.556430,0,
705806913,-3.39,-1.6,-8.97,0.49,-1.82,-1.89,2024-06-07 15:21:56.556430,0,
705806918,-3.42,-1.58,-8.96,1.05,-1.96,-1.89,2024-06-07 15:21:56.556430,0,
705806923,-3.45,-1.57,-8.96,1.4,-2.1,-2.03,2024-06-07 15:21:56.556430,0,
705806928,-3.47,-1.61,-8.99,1.68,-2.17,-1.89,2024-06-07 15:21:56.556430,0,
705806932,-3.41,-1.62,-9.01,1.96,-2.03,-1.82,2024-06-07 15:21:56.556430,0,
705806937,-3.42,-1.59,-8.98,2.03,-2.03,-1.61,2024-06-07 15:21:56.556430,0,
705806943,-3.41,-1.66,-8.97,1.82,-1.89,-1.33,2024-06-07 15:21:56.646459,0,
705806947,-3.38,-1.65,-9.0,1.33,-1.75,-1.26,2024-06-07 15:21:56.646459,0,
705806952,-3.39,-1.65,-8.98,0.7,-1.54,-1.19,2024-06-07 15:21:56.646459,0,
705806957,-3.42,-1.63,-8.97,0.21,-1.47,-1.12,2024-06-07 15:21:56.646459,0,
705806962,-3.38,-1.65,-8.89,-0.35,-1.4,-1.12,2024-06-07 15:21:56.646459,0,
705806967,-3.39,-1.68,-8.92,-0.77,-1.54,-1.05,2024-06-07 15:21:56.646459,0,
705806971,-3.33,-1.6,-8.9,-0.98,-1.68,-0.98,2024-06-07 15:21:56.646459,0,
705806976,-3.29,-1.62,-8.91,-0.98,-1.75,-0.91,2024-06-07 15:21:56.646459,0,
705806982,-3.35,-1.59,-8.86,-0.56,-1.89,-1.05,2024-06-07 15:21:56.648602,0,
705806986,-3.35,-1.63,-8.88,-0.35,-2.03,-1.05,2024-06-07 15:21:56.648602,0,
705806991,-3.32,-1.64,-8.88,-0.21,-2.1,-1.05,2024-06-07 15:21:56.648602,0,
705806996,-3.34,-1.64,-8.92,0.28,-2.03,-1.19,2024-06-07 15:21:56.648602,0,
705807001,-3.41,-1.67,-8.9,0.28,-1.96,-1.19,2024-06-07 15:21:56.648602,0,
705807006,-3.36,-1.72,-8.92,0.07,-1.89,-1.12,2024-06-07 15:21:56.648602,0,
705807010,-3.4,-1.71,-8.94,-0.21,-1.47,-1.26,2024-06-07 15:21:56.648602,0,
705807015,-3.42,-1.74,-8.9,-0.56,-0.98,-1.26,2024-06-07 15:21:56.648602,0,
705807020,-3.4,-1.71,-8.9,-0.84,-0.56,-1.33,2024-06-07 15:21:56.675480,0,
705807024,-3.45,-1.69,-8.88,-1.12,-0.42,-1.4,2024-06-07 15:21:56.675480,0,
705807029,-3.42,-1.69,-8.87,-1.33,-0.49,-1.4,2024-06-07 15:21:56.675480,0,
705807034,-3.41,-1.64,-8.88,-1.05,-0.7,-1.54,2024-06-07 15:21:56.675480,0,
705807039,-3.39,-1.64,-8.88,-0.77,-0.98,-1.68,2024-06-07 15:21:56.675480,0,
705807044,-3.41,-1.65,-8.89,-0.42,-1.26,-1.75,2024-06-07 15:21:56.676489,0,
705807048,-3.4,-1.64,-8.92,0.35,-1.4,-1.89,2024-06-07 15:21:56.676489,0,
705807053,-3.39,-1.61,-8.93,1.05,-1.26,-1.82,2024-06-07 15:21:56.676489,0,
705807059,-3.38,-1.65,-8.89,1.54,-0.84,-1.89,2024-06-07 15:21:56.766187,0,
705807063,-3.37,-1.6,-8.83,1.75,-0.42,-1.82,2024-06-07 15:21:56.766187,0,
705807068,-3.39,-1.65,-8.84,2.1,-0.35,-1.89,2024-06-07 15:21:56.766187,0,
705807073,-3.37,-1.62,-8.8,2.24,-0.21,-1.75,2024-06-07 15:21:56.766187,0,
705807078,-3.35,-1.65,-8.88,2.66,-0.35,-1.82,2024-06-07 15:21:56.766187,0,
705807083,-3.34,-1.64,-8.86,3.08,-0.91,-1.89,2024-06-07 15:21:56.766187,0,
705807087,-3.36,-1.66,-8.88,3.22,-1.33,-1.75,2024-06-07 15:21:56.766187,0,
705807092,-3.35,-1.63,-8.91,3.36,-1.61,-1.61,2024-06-07 15:21:56.766187,0,
705807098,-3.36,-1.66,-8.89,3.36,-1.75,-1.61,2024-06-07 15:21:56.768223,0,
705807102,-3.35,-1.65,-8.93,3.15,-1.75,-1.61,2024-06-07 15:21:56.768223,0,
705807107,-3.35,-1.65,-8.93,2.87,-1.61,-1.54,2024-06-07 15:21:56.768223,0,
705807112,-3.35,-1.64,-8.93,2.8,-1.19,-1.54,2024-06-07 15:21:56.768223,0,
705807117,-3.38,-1.65,-8.91,2.66,-1.12,-1.4,2024-06-07 15:21:56.768223,0,
705807122,-3.33,-1.65,-8.92,2.59,-0.98,-1.47,2024-06-07 15:21:56.768223,0,
705807126,-3.37,-1.65,-8.96,2.45,-0.91,-1.47,2024-06-07 15:21:56.768223,0,
705807131,-3.4,-1.68,-8.94,2.24,-0.91,-1.47,2024-06-07 15:21:56.768223,0,
705807136,-3.4,-1.69,-8.95,2.03,-0.91,-1.54,2024-06-07 15:21:56.796427,0,
705807140,-3.4,-1.7,-8.99,1.54,-0.98,-1.54,2024-06-07 15:21:56.796427,0,
705807145,-3.4,-1.7,-8.99,0.84,-1.05,-1.47,2024-06-07 15:21:56.796427,0,
705807150,-3.37,-1.68,-9.0,0.35,-1.05,-1.54,2024-06-07 15:21:56.796427,0,
705807155,-3.42,-1.68,-9.0,-0.21,-1.12,-1.4,2024-06-07 15:21:56.796427,0,
705807160,-3.37,-1.7,-8.98,-0.77,-1.12,-1.26,2024-06-07 15:21:56.796427,0,
705807164,-3.39,-1.66,-8.95,-0.98,-1.33,-1.33,2024-06-07 15:21:56.796427,0,
705807169,-3.37,-1.67,-8.95,-1.05,-1.4,-1.33,2024-06-07 15:21:56.796427,0,
705807175,-3.41,-1.66,-8.95,-0.98,-1.4,-1.47,2024-06-07 15:21:56.840274,0,
705807179,-3.35,-1.67,-8.92,-1.12,-1.4,-1.47,2024-06-07 15:21:56.840274,0,
705807184,-3.38,-1.68,-8.94,-1.05,-1.26,-1.4,2024-06-07 15:21:56.840274,0,
705807189,-3.33,-1.62,-8.88,-0.7,-1.12,-1.4,2024-06-07 15:21:56.840274,0,
705807194,-3.41,-1.67,-8.88,-0.35,-0.98,-1.47,2024-06-07 15:21:56.841248,0,
705807199,-3.37,-1.63,-8.88,-0.07,-0.98,-1.61,2024-06-07 15:21:56.841248,0,
705807203,-3.38,-1.67,-8.9,0.21,-1.05,-1.68,2024-06-07 15:21:56.841248,0,
705807208,-3.35,-1.57,-8.88,0.49,-1.26,-1.68,2024-06-07 15:21:56.841248,0,
705807213,-3.34,-1.6,-8.88,0.63,-1.4,-1.68,2024-06-07 15:21:56.871060,0,
705807217,-3.35,-1.6,-8.89,0.98,-1.54,-1.68,2024-06-07 15:21:56.871060,0,
705807222,-3.36,-1.62,-8.91,0.98,-1.54,-1.68,2024-06-07 15:21:56.871060,0,
705807227,-3.4,-1.63,-8.88,0.77,-1.61,-1.68,2024-06-07 15:21:56.871060,0,
705807232,-3.39,-1.62,-8.91,0.91,-1.61,-1.89,2024-06-07 15:21:56.871060,0,
705807237,-3.37,-1.62,-8.89,0.98,-1.54,-1.75,2024-06-07 15:21:56.871060,0,
705807241,-3.38,-1.62,-8.91,0.91,-1.54,-1.75,2024-06-07 15:21:56.871060,0,
705807246,-3.39,-1.6,-8.91,1.19,-1.47,-1.89,2024-06-07 15:21:56.871060,0,
705807252,-3.36,-1.6,-8.89,1.4,-1.61,-1.75,2024-06-07 15:21:56.960632,0,
705807256,-3.4,-1.61,-8.92,1.26,-1.54,-1.68,2024-06-07 15:21:56.960632,0,
705807261,-3.38,-1.63,-8.96,1.19,-1.54,-1.68,2024-06-07 15:21:56.960632,0,
705807266,-3.41,-1.63,-8.95,1.19,-1.54,-1.54,2024-06-07 15:21:56.960632,0,
705807271,-3.4,-1.65,-8.92,1.19,-1.54,-1.54,2024-06-07 15:21:56.960632,0,
705807276,-3.38,-1.62,-8.94,0.98,-1.68,-1.54,2024-06-07 15:21:56.960632,0,
705807280,-3.4,-1.61,-8.94,0.98,-1.54,-1.54,2024-06-07 15:21:56.960632,0,
705807285,-3.41,-1.62,-8.89,0.84,-1.68,-1.47,2024-06-07 15:21:56.960632,0,
705807291,-3.38,-1.63,-8.91,0.84,-1.82,-1.54,2024-06-07 15:21:56.963014,0,
705807295,-3.37,-1.66,-8.95,0.84,-1.89,-1.54,2024-06-07 15:21:56.963014,0,
705807300,-3.37,-1.63,-8.94,0.56,-1.96,-1.54,2024-06-07 15:21:56.963014,0,
705807305,-3.37,-1.63,-8.91,0.35,-2.1,-1.47,2024-06-07 15:21:56.963014,0,
705807310,-3.38,-1.64,-8.93,0.21,-2.03,-1.4,2024-06-07 15:21:56.963014,0,
705807315,-3.35,-1.64,-8.92,0.0,-1.96,-1.33,2024-06-07 15:21:56.963014,0,
705807319,-3.36,-1.65,-8.95,-0.21,-1.89,-1.4,2024-06-07 15:21:56.963014,0,
705807324,-3.33,-1.68,-8.92,-0.28,-1.82,-1.54,2024-06-07 15:21:56.963014,0,
705807330,-3.37,-1.63,-8.9,-0.49,-1.75,-1.68,2024-06-07 15:21:56.991530,0,
